hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
2,2,1.0,46,4,20,Documentation
4,0,1.8,56,1,7,Hardware
6,1,3.3,47,3,15,Hardware
6,5,5.1,50,5,14,Performance
2,1,4.1,112,4,8,Performance
1,3,4.7,74,3,4,Performance
1,6,2.9,44,1,4,Firmware
2,1,1.0,24,3,0,Documentation
0,2,1.3,27,1,13,Documentation
7,1,4.7,76,3,19,Hardware
2,2,1.0,32,1,16,Documentation
0,13,3.6,72,3,16,Software
2,6,6.6,85,1,10,Performance
1,2,6.7,122,5,23,Performance
7,1,3.0,38,1,23,Hardware
2,6,8.9,40,3,23,Security
5,6,4.5,30,2,2,Firmware
2,4,8.5,120,4,5,Performance
5,3,7.7,87,3,15,Performance
2,4,8.9,123,4,2,Security
2,10,2.9,135,2,8,Software
2,4,3.2,81,4,22,Firmware
2,11,4.9,116,5,15,Software
1,2,1.1,35,5,9,Documentation
7,3,4.1,107,4,17,Firmware
2,5,3.2,107,4,2,Firmware
1,4,9.0,18,2,12,Security
2,2,5.8,161,4,6,Performance
6,0,2.5,0,1,5,Hardware
1,0,1.2,38,1,12,Documentation
2,4,8.7,42,4,6,Security
2,5,8.4,36,3,4,Security
0,7,9.7,113,2,3,Security
1,9,2.1,70,5,17,Software
2,0,2.6,40,5,21,Firmware
4,3,3.9,79,4,12,Firmware
4,5,4.6,71,4,0,Performance
2,0,4.5,150,4,23,Performance
1,3,1.0,26,3,17,Documentation
1,6,3.7,63,4,16,Software
0,3,6.1,72,2,13,Firmware
1,5,8.7,59,4,20,Security
0,3,1.7,43,5,13,Documentation
1,6,1.2,91,2,21,Software
5,0,4.1,52,2,21,Hardware
2,7,9.3,123,3,19,Security
3,2,1.0,55,2,3,Firmware
0,0,1.4,36,4,17,Documentation
3,11,3.8,58,4,16,Software
0,9,4.0,117,2,4,Software
7,0,2.8,56,2,9,Hardware
0,8,3.3,32,5,22,Software
2,10,1.9,60,2,14,Software
6,2,3.8,34,2,10,Hardware
1,3,7.4,44,4,3,Security
8,0,1.0,45,4,16,Hardware
0,10,3.1,119,2,19,Software
2,3,8.2,43,4,16,Security
1,3,1.0,11,4,7,Documentation
0,8,4.5,66,2,22,Software
7,3,3.0,49,1,6,Hardware
3,2,3.5,101,2,19,Firmware
4,3,4.1,72,3,17,Firmware
2,10,5.0,95,3,19,Software
2,2,6.8,116,3,5,Performance
0,2,1.0,20,4,21,Documentation
7,0,3.0,49,4,14,Hardware
0,0,1.0,17,3,0,Documentation
8,0,2.9,30,2,7,Hardware
1,5,2.3,57,5,9,Software
8,0,2.1,23,4,19,Hardware
1,6,1.9,65,3,0,Software
1,1,1.0,29,4,2,Documentation
5,4,4.0,36,4,22,Firmware
2,5,4.1,35,5,9,Firmware
9,0,2.8,54,5,0,Hardware
0,1,1.0,94,3,22,Documentation
2,8,4.3,67,5,1,Software
2,6,7.2,51,5,18,Performance
1,1,1.1,29,3,13,Documentation
2,2,1.0,59,1,18,Documentation
7,1,1.7,48,5,8,Hardware
11,1,1.0,86,2,17,Hardware
3,2,2.8,107,3,0,Firmware
4,4,6.5,98,5,12,Performance
0,5,3.3,69,4,12,Software
7,0,3.4,40,1,8,Hardware
2,2,2.8,48,5,3,Firmware
2,4,7.2,65,5,5,Security
0,11,1.6,31,3,17,Software
8,2,4.0,1,5,3,Hardware
1,3,3.6,55,5,5,Firmware
2,5,8.7,97,2,16,Performance
1,3,2.1,22,1,2,Documentation
1,6,2.3,48,4,2,Software
0,0,1.3,58,5,21,Documentation
1,3,8.3,93,4,4,Security
0,2,1.5,32,1,4,Documentation
0,2,1.6,50,1,0,Documentation
2,5,6.6,80,5,0,Security
0,2,1.4,19,4,16,Documentation
6,0,2.1,62,5,8,Firmware
1,3,1.0,26,1,0,Documentation
1,1,1.5,8,3,15,Documentation
2,6,6.0,138,4,17,Performance
2,6,2.4,113,3,21,Software
0,1,1.0,44,3,9,Documentation
0,1,1.0,51,4,8,Documentation
9,1,3.4,80,1,5,Hardware
5,4,2.5,40,4,16,Firmware
0,1,1.5,35,5,18,Documentation
6,0,3.0,39,2,3,Hardware
1,1,1.1,5,4,7,Documentation
0,0,6.7,96,2,15,Performance
1,1,1.0,50,2,16,Documentation
0,3,1.0,36,5,2,Documentation
1,5,7.8,54,1,15,Security
2,4,8.2,70,1,16,Security
0,10,2.2,117,3,21,Software
11,0,3.9,42,3,13,Hardware
8,1,3.5,39,3,17,Hardware
0,8,1.5,57,1,1,Software
3,0,4.4,38,2,14,Performance
1,0,1.0,21,4,11,Documentation
1,2,1.0,33,1,2,Documentation
0,10,2.6,128,2,20,Software
3,2,8.5,104,4,8,Security
5,3,4.5,30,1,17,Firmware
1,5,7.1,48,5,15,Security
3,8,3.4,34,1,5,Software
5,1,2.6,63,2,11,Hardware
8,0,4.1,83,4,4,Hardware
0,2,1.7,29,1,2,Documentation
4,1,4.0,66,2,19,Performance
6,0,3.4,108,3,18,Hardware
2,4,2.5,116,2,8,Performance
0,1,1.8,36,1,4,Documentation
2,0,3.6,63,5,13,Hardware
1,9,3.6,72,5,8,Software
3,3,4.7,32,1,8,Firmware
1,5,6.0,56,4,2,Performance
1,8,3.5,30,2,6,Software
7,4,3.7,73,4,9,Firmware
3,2,3.5,54,4,13,Firmware
2,9,5.2,28,2,20,Firmware
0,9,4.1,98,3,8,Software
1,4,4.1,100,4,10,Firmware
2,10,3.0,71,1,5,Software
0,12,2.7,35,1,8,Software
10,3,2.6,30,5,8,Hardware
5,2,2.5,34,2,6,Hardware
0,10,4.3,39,1,11,Software
4,2,4.8,45,4,19,Firmware
1,1,1.7,33,4,2,Documentation
0,4,10.0,57,3,8,Security
5,6,5.1,76,4,10,Firmware
2,6,4.6,92,2,23,Performance
7,1,2.8,46,2,0,Hardware
4,5,5.4,9,4,4,Firmware
4,5,3.6,51,2,8,Firmware
0,10,3.0,88,5,17,Software
0,7,2.9,91,5,12,Software
3,7,2.9,29,1,8,Software
1,2,3.4,78,1,21,Firmware
1,5,7.3,38,5,16,Security
7,2,1.9,50,1,3,Hardware
2,2,5.0,122,5,8,Firmware
0,9,3.1,70,4,6,Software
3,6,3.7,63,2,13,Firmware
7,1,3.3,32,4,21,Hardware
0,10,3.8,138,4,14,Software
2,1,7.9,58,4,5,Security
1,11,1.3,73,3,9,Software
6,2,2.7,54,2,11,Firmware
1,4,5.8,74,3,19,Firmware
3,0,4.9,55,3,1,Firmware
10,1,3.3,54,4,0,Hardware
5,2,8.3,50,2,16,Performance
8,0,3.3,71,2,23,Hardware
5,3,3.1,87,1,9,Firmware
0,9,3.2,76,1,11,Software
5,0,4.8,40,3,19,Performance
2,4,8.9,80,4,0,Security
1,4,2.5,9,5,8,Software
0,0,1.0,46,5,8,Documentation
0,7,2.2,103,1,13,Software
7,1,2.7,54,3,21,Hardware
2,2,1.2,34,5,17,Documentation
4,2,4.7,50,3,11,Firmware
6,2,5.3,64,2,14,Firmware
8,0,1.4,79,5,23,Hardware
4,0,8.1,104,1,4,Performance
3,4,8.2,76,2,11,Security
2,3,1.2,28,2,16,Documentation
2,4,7.5,69,2,14,Security
2,1,5.3,34,2,12,Firmware
1,2,8.9,45,2,8,Security
4,2,5.2,33,4,6,Firmware
3,6,4.0,61,5,18,Firmware
5,1,3.3,60,3,12,Hardware
1,9,3.2,151,5,11,Software
8,0,3.4,66,1,12,Hardware
3,2,5.8,96,4,3,Performance
2,5,7.6,79,5,21,Security
1,8,3.9,123,2,14,Software
0,0,1.5,79,5,20,Documentation
3,7,8.1,52,1,5,Security
1,6,2.5,43,3,23,Software
6,3,2.9,70,1,14,Hardware
0,4,8.7,96,4,5,Performance
4,2,3.9,17,4,19,Hardware
0,12,3.7,105,5,3,Software
2,8,2.4,59,2,9,Software
1,5,7.5,54,5,0,Security
0,12,4.1,72,5,21,Software
10,0,2.6,34,5,4,Hardware
1,1,1.0,64,3,19,Documentation
1,10,1.3,83,1,18,Software
2,8,3.5,83,1,3,Software
1,7,1.2,109,1,22,Software
4,0,4.3,64,3,15,Firmware
8,0,3.4,43,5,20,Hardware
0,1,1.0,11,4,3,Documentation
0,2,1.0,24,1,22,Documentation
2,3,7.9,58,1,0,Security
0,6,2.9,60,1,3,Software
3,3,5.8,101,3,19,Performance
3,7,7.8,154,2,9,Performance
0,2,6.2,147,5,6,Performance
4,5,6.6,98,3,10,Performance
4,4,6.7,136,5,9,Performance
0,11,1.9,97,3,14,Software
8,0,3.7,59,1,7,Hardware
4,3,5.3,63,2,17,Firmware
4,4,5.9,105,1,12,Performance
0,6,8.7,55,1,7,Security
1,10,2.7,115,2,14,Software
1,13,2.7,106,2,4,Software
4,5,5.3,59,3,14,Firmware
0,10,1.8,112,5,23,Software
4,4,1.0,31,1,20,Documentation
0,1,1.0,50,2,17,Documentation
1,6,4.8,91,2,18,Software
1,6,2.2,74,2,18,Software
3,6,4.7,122,3,11,Performance
3,3,5.0,93,3,21,Performance
4,1,2.4,48,3,15,Hardware
0,4,1.0,41,5,22,Documentation
8,1,3.1,45,1,18,Hardware
1,3,1.0,22,2,17,Documentation
0,1,1.0,47,3,4,Documentation
2,4,7.2,96,1,10,Performance
4,0,1.8,38,3,21,Hardware
3,4,2.9,58,3,11,Firmware
6,3,4.2,99,5,6,Firmware
2,5,7.6,54,1,6,Security
11,1,3.1,36,5,20,Hardware
5,1,1.1,31,2,18,Hardware
3,1,1.5,49,5,0,Hardware
4,2,3.9,35,5,3,Firmware
4,4,3.9,119,2,20,Firmware
1,7,2.5,111,3,2,Software
0,2,2.0,47,1,15,Documentation
12,1,3.8,49,1,15,Hardware
13,0,5.1,51,1,23,Hardware
7,2,7.5,80,1,20,Performance
2,5,9.0,70,4,12,Security
5,5,3.2,52,4,11,Firmware
12,0,3.2,50,1,18,Hardware
4,3,8.9,182,2,9,Performance
0,2,1.0,44,4,22,Documentation
1,3,6.0,35,1,15,Performance
0,4,4.0,80,4,20,Software
4,1,2.2,34,3,8,Hardware
6,1,1.4,62,4,5,Hardware
3,9,1.9,51,4,11,Software
1,5,5.7,58,2,16,Security
3,1,7.3,117,4,5,Performance
3,3,5.6,18,5,17,Performance
2,3,6.8,52,4,17,Firmware
4,4,4.8,81,4,11,Firmware
4,6,4.5,65,2,4,Firmware
1,9,4.4,130,4,23,Software
0,1,1.0,44,5,1,Documentation
0,1,1.0,60,3,18,Documentation
2,3,7.3,103,4,0,Security
1,11,3.0,95,1,11,Software
0,11,3.3,124,1,15,Software
0,0,1.8,22,3,6,Documentation
0,2,6.2,140,5,8,Performance
6,2,6.2,140,2,9,Performance
1,6,2.4,34,2,23,Firmware
3,3,2.5,53,1,1,Firmware
3,2,7.5,47,3,11,Performance
8,0,1.3,21,2,13,Hardware
6,2,2.8,49,1,2,Hardware
4,1,10.0,168,1,12,Performance
4,2,2.4,46,2,16,Firmware
4,0,3.6,90,1,21,Firmware
2,7,7.8,28,2,9,Security
5,4,3.6,51,5,1,Firmware
5,3,4.1,31,5,12,Firmware
0,2,1.0,25,4,18,Documentation
4,4,1.7,55,5,10,Firmware
0,5,8.7,42,4,23,Security
1,4,1.0,19,4,18,Documentation
7,0,5.2,53,2,21,Hardware
0,11,1.6,27,5,20,Software
0,5,2.2,120,1,6,Software
3,6,8.0,95,2,11,Security
3,1,2.6,95,5,18,Firmware
0,7,8.8,80,1,23,Security
2,5,7.3,81,5,3,Security
9,0,1.2,32,4,2,Hardware
3,3,3.1,88,3,16,Firmware
0,3,1.4,16,3,17,Documentation
9,2,3.2,22,3,13,Hardware
0,3,3.7,127,5,4,Performance
2,3,5.4,104,5,18,Performance
2,10,3.2,47,2,10,Software
4,5,3.5,65,4,23,Firmware
9,2,2.6,51,4,13,Hardware
8,1,2.8,60,5,7,Hardware
2,1,10.0,47,5,9,Performance
7,0,5.0,8,3,12,Hardware
3,5,5.5,5,1,6,Firmware
2,4,5.2,110,3,18,Performance
5,3,4.0,63,4,23,Firmware
2,2,1.0,30,5,5,Documentation
1,4,9.1,52,5,23,Security
2,3,3.8,58,2,19,Firmware
6,2,2.5,24,3,19,Hardware
2,2,6.2,123,1,8,Performance
0,1,1.2,44,3,8,Documentation
4,0,5.8,24,2,12,Performance
4,0,6.0,137,3,21,Performance
7,2,2.9,41,5,9,Hardware
3,4,5.0,58,2,11,Firmware
6,0,2.2,49,1,0,Hardware
6,2,4.5,40,3,1,Hardware
1,1,1.1,9,3,2,Documentation
1,1,1.4,48,5,14,Documentation
1,7,3.6,46,1,17,Software
2,1,5.5,120,5,6,Performance
3,8,3.5,125,5,21,Firmware
2,9,3.6,87,2,22,Software
2,7,4.1,77,2,6,Software
1,3,6.4,85,4,6,Performance
1,1,1.5,45,5,21,Documentation
5,2,4.9,80,4,7,Firmware
2,6,3.6,89,4,16,Firmware
0,6,8.8,104,4,7,Security
0,6,8.4,63,3,0,Security
2,1,10.0,81,5,20,Performance
2,6,3.4,49,2,2,Software
2,4,7.9,49,4,5,Security
2,1,7.7,9,3,17,Performance
1,4,7.1,74,3,5,Security
1,1,2.9,37,5,12,Firmware
1,7,6.5,65,1,10,Security
0,2,5.1,190,4,6,Performance
8,2,4.4,67,2,8,Hardware
0,9,1.7,116,5,4,Software
5,0,2.2,76,1,9,Firmware
3,3,5.2,117,4,10,Firmware
2,7,2.8,36,2,21,Software
4,3,3.6,55,5,22,Firmware
1,5,5.3,182,3,5,Performance
2,6,6.9,63,4,19,Performance
13,1,3.4,42,4,8,Hardware
4,0,2.9,62,2,1,Hardware
6,2,4.9,82,2,5,Firmware
4,2,4.0,155,1,20,Performance
6,0,2.9,43,2,10,Hardware
4,3,3.7,45,4,20,Firmware
6,0,4.8,56,4,5,Hardware
7,0,2.1,19,5,17,Hardware
1,7,4.1,88,3,18,Software
5,3,4.1,25,5,2,Firmware
1,0,3.7,171,1,5,Performance
9,3,4.0,85,4,1,Firmware
2,9,3.5,94,2,5,Software
6,0,3.2,29,2,17,Hardware
1,0,4.7,53,4,18,Firmware
4,5,5.4,106,4,1,Performance
1,2,1.2,31,2,16,Documentation
8,0,4.1,60,2,8,Hardware
4,5,3.5,22,5,19,Firmware
4,1,3.2,63,1,5,Firmware
1,2,1.7,26,3,7,Documentation
3,5,2.1,38,5,4,Firmware
5,0,4.7,52,3,2,Firmware
1,6,1.9,80,1,3,Software
1,4,9.4,67,4,17,Security
0,9,4.1,63,3,9,Software
9,0,2.3,31,3,15,Hardware
4,7,8.1,41,4,19,Performance
5,5,4.6,110,2,21,Firmware
1,2,4.5,124,1,11,Performance
2,3,1.4,28,3,18,Documentation
1,0,6.9,70,1,14,Performance
10,1,4.4,51,2,7,Hardware
1,1,7.1,45,5,2,Performance
8,0,3.1,23,1,5,Hardware
1,8,5.6,65,3,6,Software
8,0,3.1,15,1,7,Hardware
1,1,1.0,34,2,19,Documentation
2,5,7.3,76,3,12,Security
3,4,3.6,49,5,7,Firmware
10,1,1.3,74,1,1,Hardware
1,3,3.0,54,2,15,Firmware
2,1,4.5,56,3,4,Firmware
5,0,1.5,23,5,0,Hardware
0,2,1.0,7,2,10,Documentation
5,0,4.2,64,2,9,Firmware
9,0,2.1,29,2,18,Hardware
3,5,7.2,35,1,2,Security
5,5,4.1,116,4,23,Firmware
0,9,3.4,74,3,22,Software
6,6,3.9,70,4,3,Firmware
8,0,3.0,55,1,22,Hardware
1,12,3.0,62,4,4,Software
0,9,1.9,82,1,1,Software
9,0,1.7,69,4,4,Hardware
0,5,3.7,100,4,11,Software
9,0,4.0,46,3,8,Hardware
0,9,4.7,59,1,11,Software
1,8,2.2,73,2,23,Software
1,8,3.3,115,4,10,Software
0,9,3.7,38,2,0,Software
3,2,6.5,150,5,22,Performance
1,0,4.2,41,1,12,Firmware
10,3,3.6,43,5,11,Hardware
0,2,1.5,17,1,0,Documentation
0,4,8.4,131,4,23,Performance
9,1,1.9,68,2,22,Hardware
0,8,3.1,60,5,6,Software
1,5,7.9,56,1,13,Security
1,7,2.3,75,5,2,Software
1,2,1.2,31,3,1,Documentation
0,2,1.0,3,5,3,Documentation
0,0,1.0,4,1,15,Documentation
0,9,1.5,84,3,1,Software
4,3,6.8,203,2,17,Performance
2,4,4.1,65,2,1,Firmware
1,2,1.0,38,3,10,Documentation
0,1,1.0,47,5,8,Documentation
3,2,3.5,92,5,21,Firmware
0,1,6.0,92,1,18,Performance
0,1,1.0,32,4,7,Documentation
2,10,2.3,76,1,6,Software
0,12,1.1,94,3,16,Software
1,0,1.2,20,3,18,Documentation
7,1,3.1,60,5,11,Hardware
3,4,8.7,27,3,9,Performance
0,7,2.1,95,3,9,Software
1,1,1.2,51,5,15,Documentation
0,7,3.8,64,2,18,Software
0,4,3.4,58,1,18,Firmware
0,9,3.7,120,4,4,Software
0,8,4.3,69,5,6,Software
1,1,1.0,1,3,3,Documentation
2,7,3.2,32,3,23,Software
5,5,5.1,93,4,14,Firmware
2,4,6.2,168,5,15,Performance
3,3,4.4,53,4,16,Firmware
2,11,5.2,71,3,20,Software
6,1,3.7,14,3,1,Hardware
10,0,3.9,31,4,4,Hardware
3,4,9.6,85,1,14,Security
2,8,7.6,63,3,1,Security
2,2,1.0,61,5,3,Documentation
0,0,5.8,78,1,14,Performance
7,0,3.3,52,1,1,Hardware
0,5,8.1,56,5,0,Security
3,2,6.0,73,2,21,Performance
7,0,2.3,27,4,0,Hardware
4,0,8.7,131,3,20,Performance
4,3,3.9,114,2,1,Firmware
9,1,3.9,89,4,0,Hardware
6,3,6.7,63,3,23,Performance
1,9,2.2,96,3,15,Software
3,1,3.2,72,5,5,Hardware
2,3,1.1,27,3,14,Documentation
2,4,3.2,58,1,7,Firmware
3,0,5.5,167,5,21,Performance
4,5,5.0,97,5,20,Firmware
1,1,1.3,43,5,18,Documentation
0,4,2.6,119,2,4,Software
5,2,3.5,33,1,2,Hardware
0,3,1.4,13,1,1,Documentation
1,1,1.0,37,4,13,Documentation
0,0,6.2,88,2,13,Performance
3,5,5.6,100,2,14,Performance
7,0,2.2,2,1,13,Hardware
0,5,2.3,112,5,22,Software
0,2,1.7,18,4,0,Documentation
7,0,3.4,62,2,20,Hardware
2,1,6.1,90,5,7,Performance
3,5,9.5,121,1,14,Performance
0,7,3.9,93,2,10,Software
3,2,9.9,76,1,22,Security
6,3,5.7,63,4,7,Firmware
1,8,2.6,58,3,17,Software
6,4,4.8,34,1,22,Firmware
8,0,3.2,13,4,19,Hardware
0,2,1.5,3,5,6,Documentation
0,11,3.3,52,1,8,Software
2,3,1.0,28,4,4,Documentation
0,1,1.0,30,5,11,Documentation
4,3,4.9,107,5,11,Performance
0,11,2.9,40,1,8,Software
4,5,2.9,90,3,22,Firmware
10,1,4.7,31,3,1,Hardware
5,5,6.6,80,2,15,Performance
0,4,7.3,77,2,4,Security
2,8,3.6,128,5,8,Software
7,1,3.2,52,4,5,Hardware
1,3,1.7,24,5,3,Documentation
1,6,1.5,75,3,2,Software
2,3,8.8,66,3,6,Security
9,0,4.5,24,5,21,Hardware
0,1,1.0,20,4,16,Documentation
0,8,2.9,45,4,18,Software
2,11,3.4,73,5,23,Software
1,10,3.9,112,1,3,Software
1,8,3.1,99,5,6,Software
0,7,3.4,101,5,7,Software
8,0,3.7,49,5,6,Hardware
2,5,8.8,172,4,20,Performance
8,1,3.4,41,5,4,Hardware
1,7,2.4,77,4,3,Software
9,0,2.2,55,5,5,Hardware
4,1,4.1,46,5,9,Firmware
0,1,6.0,232,4,12,Performance
0,4,1.0,36,1,23,Documentation
0,3,1.0,23,5,7,Documentation
5,1,7.4,67,5,14,Performance
2,1,8.6,112,4,20,Performance
5,2,4.2,41,2,10,Hardware
3,3,6.1,52,4,18,Firmware
0,10,6.6,91,3,13,Software
1,9,1.0,65,4,0,Software
0,1,1.0,1,1,19,Documentation
1,3,8.7,118,4,5,Security
1,12,1.5,58,1,19,Software
1,3,7.0,116,3,0,Performance
6,0,2.9,65,1,15,Hardware
7,1,4.8,51,2,1,Hardware
0,5,4.8,139,4,14,Performance
1,1,1.0,38,2,9,Documentation
2,6,5.2,114,5,8,Software
2,1,5.5,60,5,5,Firmware
0,1,1.2,35,1,1,Documentation
0,5,5.4,160,4,19,Performance
2,6,3.6,85,5,9,Software
8,0,2.1,25,4,1,Hardware
2,3,8.4,58,4,20,Security
2,7,5.2,127,4,2,Security
2,5,3.4,107,4,7,Performance
3,9,2.1,83,3,14,Software
1,4,8.1,71,5,17,Security
2,4,4.9,113,4,13,Performance
0,2,1.0,19,5,13,Documentation
2,3,1.7,16,3,4,Software
2,4,8.0,110,4,19,Security
6,2,5.3,1,4,8,Firmware
2,1,2.2,39,2,13,Documentation
5,4,3.0,71,1,22,Firmware
1,5,3.8,39,4,22,Performance
0,4,1.7,44,5,19,Documentation
1,3,6.7,58,2,5,Security
5,0,2.8,25,5,12,Hardware
6,0,2.1,35,1,15,Hardware
2,2,7.5,75,4,2,Security
2,1,1.1,22,1,4,Documentation
2,4,1.2,41,2,20,Documentation
0,1,1.0,7,2,14,Documentation
0,3,3.7,55,5,1,Firmware
2,10,6.1,96,2,3,Software
8,1,3.6,39,5,13,Hardware
0,2,1.3,28,2,3,Documentation
0,7,2.2,55,2,9,Software
5,2,2.2,109,4,10,Firmware
0,8,3.5,134,1,5,Software
0,4,1.5,147,2,12,Software
1,9,3.1,80,2,17,Software
2,4,8.6,53,2,3,Security
5,7,2.3,26,1,7,Firmware
8,1,1.3,45,5,7,Hardware
2,10,3.5,4,1,11,Software
0,3,6.4,108,2,19,Performance
3,4,2.5,58,1,11,Firmware
6,0,2.0,20,4,6,Hardware
11,0,2.2,70,4,8,Hardware
2,0,1.5,19,2,2,Documentation
0,11,3.6,128,3,17,Software
0,8,2.5,115,4,23,Software
0,7,7.7,67,4,5,Security
2,0,7.3,94,1,4,Performance
2,8,2.5,86,3,19,Software
5,0,3.0,54,3,16,Hardware
7,0,3.6,41,2,3,Hardware
7,0,3.1,6,2,0,Hardware
4,7,6.4,47,3,23,Firmware
0,0,4.2,36,3,13,Firmware
1,1,1.0,51,4,4,Documentation
6,3,4.4,40,2,7,Hardware
5,1,3.1,37,5,12,Hardware
1,6,3.4,60,3,1,Software
2,1,1.5,16,1,16,Documentation
8,0,1.7,16,5,20,Hardware
1,8,3.5,62,3,12,Software
3,4,5.0,100,4,5,Performance
3,4,6.7,75,4,3,Performance
4,4,5.4,77,5,13,Firmware
4,1,6.0,74,5,6,Performance
10,0,2.8,54,4,0,Hardware
1,7,7.8,67,4,19,Security
3,2,4.4,100,4,18,Firmware
7,0,2.3,30,2,15,Hardware
1,2,7.6,51,1,5,Security
1,2,1.0,16,4,8,Documentation
2,2,4.1,53,2,2,Firmware
3,4,2.4,24,3,13,Firmware
2,0,4.4,114,3,6,Performance
4,3,3.5,20,1,4,Performance
1,9,4.0,59,5,11,Software
1,7,8.2,78,4,4,Security
4,0,5.8,35,3,3,Firmware
3,4,5.5,117,4,22,Performance
0,0,1.0,42,5,1,Documentation
3,3,3.6,53,4,10,Firmware
0,7,5.1,100,3,0,Software
1,7,3.2,0,2,6,Software
8,3,2.9,5,1,20,Hardware
8,3,1.3,47,2,16,Hardware
0,8,4.3,64,5,20,Software
0,7,3.6,83,3,7,Software
0,8,3.8,49,2,8,Software
1,1,1.2,32,3,22,Documentation
2,7,7.8,78,4,15,Security
1,5,6.5,64,5,12,Performance
0,2,3.2,85,2,19,Firmware
8,5,3.4,64,3,4,Firmware
6,1,2.4,56,5,11,Hardware
8,4,2.5,68,2,20,Firmware
0,6,5.6,6,3,15,Firmware
0,3,8.2,79,2,1,Security
7,0,3.1,29,5,18,Hardware
2,11,3.6,78,3,2,Software
10,0,4.0,44,4,13,Hardware
0,3,7.0,27,1,17,Security
0,7,2.6,77,2,23,Software
1,5,7.1,102,5,14,Performance
2,0,6.3,170,2,9,Performance
4,3,6.5,116,4,9,Performance
2,5,3.6,53,2,22,Firmware
3,3,8.9,44,3,5,Security
1,3,6.4,131,5,21,Performance
2,2,1.0,29,4,17,Documentation
2,4,6.5,147,4,12,Performance
0,8,1.3,69,2,18,Software
2,9,2.1,55,4,10,Software
1,1,1.0,47,1,15,Documentation
0,10,1.3,79,4,1,Software
2,4,8.3,61,4,0,Security
1,3,2.9,83,1,13,Software
1,3,6.0,49,3,7,Firmware
4,1,3.7,28,5,23,Hardware
3,3,3.5,44,4,5,Firmware
0,9,2.5,84,5,2,Software
7,0,2.6,34,4,2,Hardware
3,3,6.4,69,4,7,Security
3,1,5.8,134,4,12,Performance
5,0,2.6,8,5,6,Hardware
3,9,4.6,92,5,8,Software
4,4,8.1,181,5,11,Performance
7,2,3.8,40,3,15,Hardware
5,0,3.9,35,2,21,Hardware
7,0,1.6,61,2,17,Hardware
3,3,3.5,81,5,12,Performance
1,3,1.0,46,4,7,Documentation
3,4,4.2,73,2,17,Firmware
3,3,3.4,42,2,11,Firmware
0,5,6.7,71,3,22,Security
2,7,2.0,55,1,4,Software
5,4,3.7,58,2,16,Firmware
1,3,6.7,150,2,11,Performance
3,0,3.2,41,4,17,Hardware
2,2,9.3,89,2,1,Security
3,3,5.5,59,3,17,Firmware
0,9,4.4,51,3,10,Software
1,9,2.9,44,4,11,Software
0,1,1.1,42,3,1,Documentation
4,5,4.2,54,4,7,Firmware
7,1,2.6,34,5,10,Hardware
2,0,4.3,179,2,2,Performance
0,3,1.2,19,5,7,Documentation
0,2,1.4,12,2,18,Documentation
4,2,5.9,135,5,1,Performance
1,6,7.6,19,4,12,Security
5,5,3.5,55,1,13,Firmware
0,0,1.0,45,4,14,Documentation
0,6,3.4,91,2,9,Software
2,1,5.5,134,1,17,Performance
2,7,7.5,44,1,16,Security
2,4,9.8,43,1,0,Security
3,1,1.0,38,3,3,Documentation
5,0,2.8,48,4,12,Hardware
0,1,1.0,18,3,17,Documentation
0,2,1.0,19,5,14,Documentation
2,7,2.3,37,5,19,Software
0,8,1.9,82,1,3,Software
1,2,7.4,82,3,10,Security
0,5,1.0,11,1,6,Documentation
3,5,3.9,62,5,19,Firmware
0,4,6.0,167,4,14,Performance
1,2,1.1,35,5,8,Documentation
1,0,1.0,24,5,12,Documentation
0,8,3.0,23,3,20,Software
3,2,1.0,4,1,20,Documentation
7,3,3.4,71,3,20,Firmware
7,0,2.8,23,5,15,Hardware
8,4,2.7,40,2,21,Firmware
1,2,2.4,67,4,1,Firmware
2,3,5.9,195,1,22,Performance
4,12,4.8,64,5,9,Software
3,2,5.5,95,1,9,Performance
2,3,1.0,39,1,14,Documentation
3,0,4.0,63,5,23,Firmware
3,2,6.3,87,4,10,Performance
0,11,2.6,137,5,3,Software
0,10,2.0,41,3,2,Software
4,6,8.2,108,5,21,Performance
1,4,3.9,46,1,18,Software
7,2,2.9,22,1,21,Hardware
3,3,3.0,59,3,20,Firmware
0,9,3.2,47,4,20,Software
5,1,3.5,73,5,3,Hardware
6,6,4.7,81,4,10,Firmware
3,3,2.9,83,1,20,Firmware
1,4,4.7,149,4,15,Performance
0,2,1.2,41,4,3,Documentation
0,0,1.0,54,1,0,Documentation
2,2,7.8,58,5,14,Security
0,8,1.1,50,5,0,Software
2,6,6.5,117,3,22,Performance
0,5,2.9,91,3,20,Software
2,4,7.7,81,5,9,Security
1,0,1.0,10,4,22,Documentation
5,3,5.1,29,3,1,Firmware
0,2,3.6,60,5,18,Firmware
1,4,6.6,113,3,4,Performance
0,1,2.3,53,5,5,Documentation
3,4,4.0,97,3,20,Firmware
6,2,6.5,50,5,13,Firmware
0,1,1.0,56,5,6,Documentation
2,7,6.6,52,3,14,Security
4,1,4.0,103,1,18,Performance
9,1,2.0,20,2,18,Hardware
1,10,2.8,102,3,22,Software
2,8,6.8,114,4,6,Security
0,6,6.7,77,1,11,Performance
3,0,5.4,126,3,2,Performance
6,1,2.8,17,5,8,Hardware
